tax_id	name	total_count
233101	Methylobacillus pratensis	1
16	Methylophilus	1
45393	Methylophilus leisingeri	1
206379	Nitrosomonadaceae	1
914	Nitrosomonas	1
119068	Spirillaceae	1
967	Spirillum	1
206389	Rhodocyclales	6
2008794	Zoogloeaceae	4
33057	Thauera	3
33058	Thauera selenatis	2
905052	Thauera selenatis AX	2
2019431	Thauera propionica	1
349	Zoogloea	1
2008795	Azonexaceae	1
138117	Quatrionicoccus	1
138118	Quatrionicoccus australiensis	1
75787	Rhodocyclaceae	1
146937	Azospira	1
404405	Azospira restricta	1
1442155	Ferrovales	2
1442156	Ferrovaceae	2
416212	Ferrovum	2
416213	Ferrovum myxofaciens	2
28211	Alphaproteobacteria	651
204457	Sphingomonadales	170
41297	Sphingomonadaceae	147
13687	Sphingomonas	76
257003	Sphingomonas phyllosphaerae	3
13689	Sphingomonas paucimobilis	2
413712	Sphingomonas pseudosanguinis	2
862134	Sphingomonas ginsenosidimutans	2
237611	Sphingomonas abaci	2
68569	Sphingomonas leidyi	2
418184	Sphingomonas molluscorum	2
1594400	Sphingomonas flava	1
1560345	Sphingomonas panacis	1
1975704	Sphingomonas frigidaeris	1
28212	Sphingomonas adhaesiva	1
1166337	Sphingomonas jatrophae	1
1395958	Sphingomonas hylomeconis	1
869719	Sphingomonas endophytica	1
643568	Sphingomonas xinjiangensis	1
237612	Sphingomonas panni	1
653931	Sphingomonas alpina	1
1141890	Sphingomonas guangdongensis	1
165696	Novosphingobium	13
1522744	Novosphingobium oryzae	3
1737443	Novosphingobium fontis	2
145287	Novosphingobium lentum	2
1219033	Novosphingobium lentum NBRC 107847	2
165695	Sphingobium	8
1132417	Sphingobium cupriresistens	1
570446	Sphingobium faniae	1
1395957	Sphingobium endophyticum	1
2715436	Sphingobium tyrosinilyticum	1
944425	Sphingobium fontiphilum	1
1591116	Sphingobium soli	1
332057	Sphingobium francense	1
332055	Sphingobium indicum	1
861109	Sphingobium indicum B90A	1
2709685	Parasphingorhabdus	2
394732	Parasphingorhabdus marina	1
1123272	Parasphingorhabdus marina DSM 22363	1
165697	Sphingopyxis	1
462372	Sphingopyxis panaciterrulae	1
335405	Sphingosinicella	1
1591117	Sphingosinicella cucumeris	1
1124625	Stakelama	1
517720	Stakelama pacifica	1
335929	Erythrobacteraceae	4
361177	Altererythrobacter	2
1316679	Altererythrobacter xiamenensis	1
1982042	Altererythrobacter mangrovi	1
1111	Porphyrobacter	1
196588	Porphyrobacter cryptus	1
1041	Erythrobacter	1
1044	Erythrobacter longus	1
356	Rhizobiales	102
255475	Aurantimonadaceae	30
414371	Aureimonas	17
401562	Aureimonas ureilytica	12
1121028	Aureimonas ureilytica DSM 18598 = NBRC 106430	12
1198455	Aureimonas rubiginis	1
1744846	Aureimonas galii	1
2615207	Aureimonas leprariae	1
293088	Martelella	1
293089	Martelella mediterranea	1
82115	Rhizobiaceae	8
227290	Rhizobium/Agrobacterium group	6
379	Rhizobium	4
398	Rhizobium tropici	2
1136135	Rhizobium azibense	1
227292	Sinorhizobium/Ensifer group	1
106591	Ensifer	1
106592	Ensifer adhaerens	1
323620	Shinella	1
544480	Shinella fusca	1
69277	Phyllobacteriaceae	8
274591	Hoeflea	2
1480615	Hoeflea olei	1
369795	Hoeflea anabaenae	1
1763452	Tianweitania	2
1502156	Tianweitania sediminis	2
68287	Mesorhizobium	2
1209954	Mesorhizobium hawassense	2
449972	Chelativorans	1
1915405	Pseudohoeflea	1
877384	Pseudohoeflea suaedae	1
119045	Methylobacteriaceae	5
407	Methylobacterium	3
427683	Methylobacterium platani	1
2282523	Methylorubrum	1
223967	Methylorubrum populi	1
441620	Methylorubrum populi BJ001	1
31993	Methylocystaceae	5
61653	Methylopila	5
873516	Methylopila henanensis	2
61654	Methylopila capsulata	2
586230	Methylopila jiangsuensis	1
335928	Xanthobacteraceae	3
152053	Starkeya	2
921	Starkeya novella	2
639283	Starkeya novella DSM 506	2
433838	Pseudoxanthobacter	1
1150369	Pseudoxanthobacter liyangensis	1
119043	Rhodobiaceae	3
83400	Roseospirillum	2
83401	Roseospirillum parvum	2
2185300	Microbaculum	1
1764581	Microbaculum marinum	1
45401	Hyphomicrobiaceae	2
81894	Prosthecomicrobium	1
665126	Prosthecomicrobium hirschii	1
1827478	Youhaiella	1
1447062	Youhaiella tibetensis	1
41294	Bradyrhizobiaceae	2
85413	Bosea	1
911	Nitrobacter	1
912	Nitrobacter hamburgensis	1
323097	Nitrobacter hamburgensis X14	1
655351	Cohaesibacteraceae	1
655352	Cohaesibacter	1
1162980	Cohaesibacter haloalkalitolerans	1
45404	Beijerinckiaceae	1
532	Beijerinckia	1
31996	Beijerinckia derxii	1
772	Bartonellaceae	1
773	Bartonella	1
118882	Brucellaceae	1
234	Brucella	1
981386	Brucella vulpis	1
204455	Rhodobacterales	60
31989	Rhodobacteraceae	55
265	Paracoccus	16
690417	Paracoccus sphaerophysae	3
2560053	Paracoccus liaowanqingii	2
1463598	Paracoccus pacificus	1
658446	Paracoccus fistulariae	1
525640	Paracoccus chinensis	1
1490030	Paracoccus lutimaris	1
1610529	Paracoccus aquimaris	1
2079229	Paracoccus indicus	1
366614	Haematobacter	4
74030	Roseovarius	3
1678842	Roseovarius algicolus	1
1852027	Roseovarius confluentis	1
314263	Roseovarius nubinhibens	1
34008	Rhodovulum	3
364297	Rhodovulum visakhapatnamense	3
60136	Sulfitobacter	2
1775881	Sulfitobacter faviae	2
1914026	Marimonas	1
2545756	Marimonas lutisali	1
72021	Methylarcula	1
72023	Methylarcula terricola	1
387095	Maribius	1
313368	Maribius salinus	1
302485	Phaeobacter	1
60890	Phaeobacter gallaeciensis	1
2028104	Rubricella	1
2028108	Rubricella aquisinus	1
478070	Labrenzia	1
311410	Labrenzia alba	1
263377	Salipiger	1
568098	Salipiger aestuarii	1
69657	Hyphomonadaceae	4
2041195	Asprobacter	1
1348470	Asprobacter aquaticus	1
1649466	Marinicauda	1
1133559	Marinicauda pacifica	1
1433402	Glycocaulis	1
1434191	Glycocaulis alkaliphilus	1
74317	Maricaulis	1
204458	Caulobacterales	14
76892	Caulobacteraceae	14
41275	Brevundimonas	8
74316	Brevundimonas aurantiaca	1
1904756	Brevundimonas canariensis	1
74313	Brevundimonas subvibrioides	1
633149	Brevundimonas subvibrioides ATCC 15264	1
76890	Asticcacaulis	2
78587	Asticcacaulis excentricus	1
260084	Asticcacaulis taihuensis	1
20	Phenylobacterium	1
204441	Rhodospirillales	12
41295	Rhodospirillaceae	7
1313115	Magnetovibrio	3
28181	Magnetovibrio blakemorei	3
191	Azospirillum	1
1226968	Azospirillum humicireducens	1
168934	Thalassospira	1
433	Acetobacteraceae	5
441	Gluconobacter	2
38308	Gluconobacter frateurii	2
2041181	Caldovatus	1
2041189	Caldovatus sediminis	1
125216	Roseomonas	1
1783357	Roseomonas suffusca	1
231052	Saccharibacter	1
231053	Saccharibacter floricola	1
766	Rickettsiales	6
942	Anaplasmataceae	4
943	Ehrlichia	3
106178	canis group	3
1242993	Ehrlichia minasensis	2
779	Ehrlichia ruminantium	1
255531	Rickettsiales genera incertae sedis	1
204450	Lyticum	1
1332058	Lyticum flagellatum	1
775	Rickettsiaceae	1
33988	Rickettsieae	1
780	Rickettsia	1
114277	spotted fever group	1
786	Rickettsia akari	1
1544799	Rhodothalassiales	1
1544800	Rhodothalassiaceae	1
85273	Rhodothalassium	1
1086	Rhodothalassium salexigens	1
255473	Parvularculales	1
255474	Parvularculaceae	1
2174441	Marinicaulis	1
2666033	Marinicaulis aureum	1
1921002	Holosporales	1
2100208	Caedimonadaceae	1
2100210	Caedimonas	1
1629334	Caedimonas varicaedens	1
68525	delta/epsilon subdivisions	189
29547	Epsilonproteobacteria	158
213849	Campylobacterales	158
72294	Campylobacteraceae	155
194	Campylobacter	154
195	Campylobacter coli	153
57665	Sulfurospirillum	1
44674	Sulfurospirillum barnesii	1
760154	Sulfurospirillum barnesii SES-3	1
72293	Helicobacteraceae	2
209	Helicobacter	2
1576610	Helicobacter apri	1
60246	Helicobacter ganmani	1
2771472	Sulfurovaceae	1
265570	Sulfurovum	1
28221	Deltaproteobacteria	31
213115	Desulfovibrionales	16
194924	Desulfovibrionaceae	11
872	Desulfovibrio	9
29505	Desulfovibrio longreachensis	2
82171	Desulfovibrio zosterae	2
184917	Desulfovibrio magneticus	1
573370	Desulfovibrio magneticus RS-1	1
147047	Desulfovibrio mexicanus	1
117209	Desulfovibrio dechloracetivorans	1
58621	Desulfovibrio intestinalis	1
878	Desulfovibrio fructosivorans	1
700595	Desulfocurvus	1
399548	Desulfocurvus vexinensis	1
1121406	Desulfocurvus vexinensis DSM 17965	1
1433996	Desulfobaculum	1
995050	Desulfobaculum xiamenense	1
213117	Desulfohalobiaceae	3
45662	Desulfohalobium	1
45663	Desulfohalobium retbaense	1
485915	Desulfohalobium retbaense DSM 5692	1
213116	Desulfomicrobiaceae	2
898	Desulfomicrobium	2
426706	Desulfomicrobium aestuarii	2
213118	Desulfobacterales	9
213121	Desulfobulbaceae	5
51194	Desulfofustis	1
51195	Desulfofustis glycolicus	1
213119	Desulfobacteraceae	4
896	Desulfococcus	1
125602	Desulfococcus biacutus	1
48001	Desulfobotulus	1
622671	Desulfobotulus alkaliphilus	1
29	Myxococcales	3
80811	Cystobacterineae	2
39	Archangiaceae	2
47	Archangium	2
83451	Archangium violaceum	1
1406225	Archangium violaceum Cb vi76	1
38	Archangium disciforme	1
80812	Sorangiineae	1
213462	Syntrophobacterales	1
213468	Syntrophaceae	1
2357	Desulfomonile	1
2358	Desulfomonile tiedjei	1
706587	Desulfomonile tiedjei DSM 6799	1
1807140	Acidithiobacillia	5
225057	Acidithiobacillales	5
225058	Acidithiobacillaceae	5
119977	Acidithiobacillus	5
930	Acidithiobacillus thiooxidans	2
637390	Acidithiobacillus thiooxidans ATCC 19377	2
33059	Acidithiobacillus caldus	2
920	Acidithiobacillus ferrooxidans	1
1553900	Oligoflexia	2
2024979	Bacteriovoracales	2
263369	Bacteriovoracaceae	1
146784	Bacteriovorax	1
960	Bacteriovorax stolpii	1
1783270	FCB group	51
68336	Bacteroidetes/Chlorobi group	46
976	Bacteroidetes	43
117743	Flavobacteriia	26
200644	Flavobacteriales	26
49546	Flavobacteriaceae	13
237	Flavobacterium	5
1655233	Flavobacterium brevivitae	3
150146	Flavobacterium gillisiae	1
362418	Flavobacterium reichenbachii	1
83612	Psychroflexus	2
197345	Psychroflexus tropicus	2
326319	Dokdonia	1
1627892	Dokdonia pacifica	1
252356	Maribacter	1
1130723	Maribacter aestuarii	1
1434045	Sinomicrobium	1
1150368	Sinomicrobium oceani	1
762641	Muriicola	1
504488	Muriicola jejuensis	1
261827	Algibacter	1
912802	Algibacter aestuarii	1
2762318	Weeksellaceae	6
59734	Empedobacter	2
343874	Empedobacter falsenii	1
343876	Empedobacter falsenii genomovar 1	1
1628248	Empedobacter stercoris	1
1762932	Algoriella	1
684065	Algoriella xinjiangensis	1
1853228	Chitinophagia	5
1853229	Chitinophagales	5
563835	Chitinophagaceae	5
354354	Niastella	1
1703345	Niastella vici	1
379899	Niabella	1
200643	Bacteroidia	3
171549	Bacteroidales	3
171552	Prevotellaceae	1
838	Prevotella	1
28131	Prevotella intermedia	1
1122984	Prevotella intermedia ATCC 25611 = DSM 20706	1
815	Bacteroidaceae	1
816	Bacteroides	1
818	Bacteroides thetaiotaomicron	1
117747	Sphingobacteriia	2
200666	Sphingobacteriales	2
84566	Sphingobacteriaceae	2
28453	Sphingobacterium	2
1914757	Sphingobacterium soli	1
259	Sphingobacterium thalpophilum	1
768503	Cytophagia	1
768507	Cytophagales	1
1134404	Ignavibacteriae	1
795747	Ignavibacteria	1
795748	Ignavibacteriales	1
1334117	Melioribacteraceae	1
1134403	Melioribacter	1
1134405	Melioribacter roseus	1
1191523	Melioribacter roseus P3M-2	1
1853220	Rhodothermaeota	1
1853222	Rhodothermia	1
1853224	Rhodothermales	1
1853227	Rubricoccaceae	1
1434037	Rubrivirga	1
1936987	Balneolaeota	1
1853221	Balneolia	1
1853223	Balneolales	1
142182	Gemmatimonadetes	3
219685	Gemmatimonadetes	3
219686	Gemmatimonadales	3
219687	Gemmatimonadaceae	3
173479	Gemmatimonas	2
173480	Gemmatimonas aurantiaca	1
379066	Gemmatimonas aurantiaca T-27	1
2093335	Roseisolibacter	1
2014610	Roseisolibacter agri	1
65842	Fibrobacteres	2
296141	Chitinivibrionia	1
1505233	Chitinivibrionales	1
1505234	Chitinivibrionaceae	1
1505231	Chitinivibrio	1
1505232	Chitinivibrio alkaliphilus	1
1313304	Chitinivibrio alkaliphilus ACht1	1
204430	Fibrobacteria	1
218872	Fibrobacterales	1
204431	Fibrobacteraceae	1
832	Fibrobacter	1
28122	Fibrobacter intestinalis	1
203691	Spirochaetes	12
203692	Spirochaetia	12
136	Spirochaetales	10
1643685	Borreliaceae	6
138	Borrelia	5
144	Borrelia coriaceae	2
137	Spirochaetaceae	3
157	Treponema	2
164	Treponema pectinovorum	1
2024958	Alkalispirochaeta	1
1643686	Brachyspirales	2
143786	Brachyspiraceae	2
29521	Brachyspira	2
159	Brachyspira hyodysenteriae	1
84378	Brachyspira murdochii	1
32066	Fusobacteria	12
203490	Fusobacteriia	12
203491	Fusobacteriales	12
1129771	Leptotrichiaceae	10
32067	Leptotrichia	10
157687	Leptotrichia wadei	2
109328	Leptotrichia trevisanii	1
203492	Fusobacteriaceae	2
848	Fusobacterium	1
850	Fusobacterium mortiferum	1
1783257	PVC group	8
74201	Verrucomicrobia	3
414999	Opitutae	3
415000	Opitutales	2
134623	Opitutaceae	2
1849551	Cephaloticoccus	1
1548208	Cephaloticoccus capnophilus	1
1148783	Geminisphaera	1
1148786	Geminisphaera colitermitum	1
278957	Geminisphaera colitermitum TAV2	1
415001	Puniceicoccales	1
415002	Puniceicoccaceae	1
455433	Pelagicoccus	1
431270	Pelagicoccus croceus	1
203682	Planctomycetes	2
203683	Planctomycetia	2
2691355	Gemmatales	2
1914233	Gemmataceae	2
1382832	Telmatocola	2
1123043	Telmatocola sphagniphila	2
204428	Chlamydiae	2
204429	Chlamydiia	2
1963360	Parachlamydiales	1
92714	Waddliaceae	1
71666	Waddlia	1
71667	Waddlia chondrophila	1
716544	Waddlia chondrophila WSU 86-1044	1
51291	Chlamydiales	1
809	Chlamydiaceae	1
1113537	Chlamydia/Chlamydophila group	1
810	Chlamydia	1
256845	Lentisphaerae	1
1313207	Oligosphaeria	1
1313208	Oligosphaerales	1
1313209	Oligosphaeraceae	1
1313210	Oligosphaera	1
760260	Oligosphaera ethanolica	1
508458	Synergistetes	3
649775	Synergistia	3
649776	Synergistales	3
649777	Synergistaceae	3
49894	Acetomicrobium	2
1120986	Acetomicrobium thermoterrenum	1
200918	Thermotogae	3
188708	Thermotogae	3
2419	Thermotogales	2
1643950	Fervidobacteriaceae	1
2422	Fervidobacterium	1
310769	Fervidobacterium changbaicum	1
188709	Thermotogaceae	1
1643951	Pseudothermotoga	1
39100	Pseudothermotoga subterranea	1
1643947	Petrotogales	1
1643949	Petrotogaceae	1
160798	Marinitoga	1
287990	Marinitoga hydrogenitolerans	1
200783	Aquificae	2
187857	Aquificae	2
1485951	Desulfurobacteriales	2
558314	Desulfurobacteriaceae	2
57723	Acidobacteria	2
204432	Acidobacteriia	2
204433	Acidobacteriales	2
204434	Acidobacteriaceae	2
1078830	Acidicapsa	1
946336	Acidicapsa borealis	1
388463	Edaphobacter	1
2040573	Edaphobacter acidisoli	1
200940	Thermodesulfobacteria	1
67799	Thermodesulfobacteria	1
188710	Thermodesulfobacteriales	1
188711	Thermodesulfobacteriaceae	1
2498710	Caldiserica/Cryosericota group	1
67814	Caldiserica	1
693071	Caldisericia	1
693072	Caldisericales	1
693073	Caldisericaceae	1
693074	Caldisericum	1
693075	Caldisericum exile	1
2157	Archaea	4
1783275	TACK group	3
28889	Crenarchaeota	2
183924	Thermoprotei	2
871006	Acidilobales	2
28890	Euryarchaeota	1
